original_row_index,oof_pred_lr,rating_true
860,3.2291420914232085,0.5
863,3.6174912024433348,4.0
864,3.4390044891947387,1.0
866,4.020086213322367,5.0
867,3.3395298491040757,2.5
869,3.281932697029192,3.5
874,3.473305225848597,3.0
876,3.616239365075508,4.0
877,3.3426642171201664,3.0
880,3.800829222310912,4.0
883,3.6533335911467297,2.0
885,3.132088919551939,2.0
887,3.362812667227463,1.5
888,3.7222173277092665,4.5
890,3.480079272575041,4.0
892,3.4515536683556243,3.5
896,3.465345682631478,2.0
901,3.49121533723906,1.0
902,3.8379675055594444,5.0
903,4.7777213169116415,5.0
905,3.399663957932245,1.0
906,4.158294197524139,2.0
907,3.3586635885972145,1.5
909,3.5599998745687587,2.5
912,3.462177334265472,3.0
913,3.4416805670536528,3.0
915,3.7908352323347034,1.0
917,3.9078714342363305,4.0
918,3.4508689948060747,2.0
919,3.493865692970911,3.5
921,3.7332492399129453,3.0
925,3.6052814461709306,4.0
926,3.367230043900107,3.0
927,3.584123720599488,4.0
928,3.4600323660510512,1.0
931,3.333567746755393,2.5
934,3.5351415542980136,3.0
937,3.536209396500621,4.0
938,3.4573868583288303,3.0
939,3.7837164712281344,1.5
940,3.6908532448990514,2.0
941,3.505450442859261,3.5
943,4.13147318638252,4.0
944,3.5227660418763462,2.0
945,3.651931836452309,1.5
946,4.512907671315879,5.0
947,3.4325731242335085,3.0
949,3.50001238176672,4.0
951,3.2622352248233044,2.0
952,3.624775906210462,1.0
954,3.3715390041595183,4.0
957,3.703345864482934,5.0
959,3.4575534313807177,2.5
960,3.7625206590402147,5.0
961,3.9063395712236,3.0
962,3.7037958884950513,2.5
963,3.650124470219555,1.5
964,3.3865761637977054,4.0
967,3.9372643730487185,2.0
968,3.617427498382835,3.0
969,3.3483102880160587,2.0
971,3.530036282447607,1.0
972,3.3289237802531297,2.5
974,3.685302702319153,2.0
975,3.914645315687053,4.0
976,3.4701460450422306,2.5
977,3.4446978251433493,2.5
981,3.129064350916307,3.0
982,3.712753724057652,5.0
985,3.284294773124129,1.0
987,3.829279969519097,4.0
990,3.6271455967767565,5.0
992,4.084215766099333,5.0
996,3.5332208208387312,4.0
998,3.966128161598493,4.0
999,3.69928633446367,1.5
1000,3.7439057226761774,1.0
1002,4.171019858893731,3.5
1003,4.1297403223826885,1.0
1004,4.244746948089329,5.0
1005,3.923477788072131,5.0
1007,4.037155103491874,1.0
1009,3.4492585880665816,2.0
1013,3.434850856377731,2.5
1014,3.6859733853585865,1.5
1015,3.370598631017243,4.0
1017,3.587678471893285,4.0
1018,4.068316221999356,3.0
1019,3.7022967117345633,2.0
1020,3.6393254638890324,4.0
1021,3.5602597530070303,2.5
1023,3.6943685611290378,4.0
1025,3.6098620625623417,4.0
1026,3.6080109626469508,2.5
1028,3.7034745276800414,1.0
1029,3.361472960801894,4.0
1030,3.783587698960516,2.5
1032,4.060246622497505,3.0
1034,3.8388347009540293,4.5
1035,4.144227601501243,5.0
1036,3.687171219009419,5.0
1037,3.3393549403526275,1.0
1038,3.72529569544016,4.0
1040,3.250265761689681,4.0
1041,3.8044843353033926,3.5
1043,4.166745922956063,2.0
1044,3.968150882126162,5.0
1045,4.128737051165707,3.0
1046,3.876428850143391,5.0
1047,3.8032359738762964,4.5
1048,3.602103536833916,5.0
1050,3.894980479356231,3.0
1051,3.3287484732956876,4.0
1052,3.160071656100427,1.5
1055,3.4013892591508155,1.0
1058,3.8729142491111475,4.0
1060,3.7334688352268954,3.0
1061,3.9914116644861006,4.0
1062,3.883181586970583,3.0
1064,3.723231792488696,3.5
1065,3.5523714178426458,3.0
1066,3.8876546313083145,1.0
1069,4.166086446899589,4.0
1070,3.9512282868448345,5.0
1071,3.938240244711478,3.5
1072,3.408193593028155,4.0
1075,3.8646683416745176,4.0
1077,3.5711138164980536,4.0
1081,4.058468507942501,2.5
1082,3.881085392742384,1.0
1084,4.082129560792953,2.0
1085,3.4791892715985213,4.0
1086,3.574091331055485,4.0
1087,3.971080858915606,4.0
1088,4.009934898055391,3.0
1089,3.5419977671395126,5.0
1090,3.1819092286514827,3.0
1091,3.6052263202847152,2.0
1093,3.2704491795287063,2.0
1094,3.4503887657646586,2.0
1099,3.666035964313293,2.5
1100,3.397250150199596,3.0
1102,3.328608545598462,0.5
1103,3.4707577858551844,3.5
1104,3.611844519664298,4.0
1105,3.6643519897490293,3.0
1106,3.4263267485022024,5.0
1107,3.6453129664751645,4.0
1109,3.5528037112499438,3.0
1112,3.3842011880726406,3.0
1113,3.465368417639152,3.0
1114,3.3661245982575387,1.0
1117,3.206511144655531,2.5
1118,3.4007475574491206,1.5
1119,3.2701755115728917,3.5
1124,3.491922969993285,2.0
1131,3.5446766430036263,4.0
1133,3.298635780661575,3.0
1134,3.4086256958006604,3.0
1135,3.457903552513795,3.0
1136,3.7151257160385747,3.0
1137,3.2896976529024275,4.0
1138,3.487166499662724,3.0
1139,3.528264234935576,2.0
1141,3.1145122319839373,1.0
1143,3.788879584862868,4.0
1144,3.305194297041104,4.0
1145,3.7182452101537273,4.0
1147,3.339393494192871,3.5
1150,3.478104713475573,0.5
1151,3.5528549318648,3.5
1152,3.5673224359059645,4.0
1153,3.386927143333575,3.5
1154,3.4732471502706876,1.0
1155,3.350356274539717,2.0
1156,3.4223916384733504,1.0
1157,3.3130231949231117,3.0
1159,3.5236455729283427,3.0
1162,3.345911388424246,2.0
1163,3.6989631956956255,3.5
1164,3.504600946831965,2.0
1165,3.371715140221551,4.0
1166,3.842360711110019,4.0
1167,3.144235564011177,2.0
1169,3.186402174466382,1.5
1170,3.474506603238213,4.0
1171,3.4687079362922026,2.5
1172,3.404675296449869,2.0
1174,3.221723732977248,2.0
1176,3.357268555569779,4.5
1179,3.9639457944308134,3.0
1180,3.624956366614009,3.0
1184,3.7990107809316678,3.5
1186,3.8116231152384037,3.0
1187,3.7006972557610522,4.0
1188,3.4241280841214476,2.5
1189,3.5640406714852695,5.0
1190,3.4411356259353103,3.0
1192,3.44617767567602,4.0
1194,4.122337115896871,3.0
1196,3.319148980941308,1.0
1198,4.004683265105039,4.5
1199,3.758620436085024,2.5
1202,3.318093177204124,2.0
1203,3.5657142775486945,2.5
1205,3.799123768018614,3.0
1206,3.431343547255695,2.0
1207,3.652341596851627,4.0
1208,3.6384144128848184,4.0
1210,3.5992447193581123,1.0
1211,3.7236035727282744,3.0
1213,3.726195092292144,3.0
1214,3.7042987755444488,3.0
1216,3.4757410046176793,4.0
1217,4.133929284525722,3.0
1218,3.876464911391204,4.0
1220,3.5046582288245114,4.0
1222,3.754935123001763,1.0
1224,3.2629426056700335,2.5
1225,3.4225192565807854,2.5
1228,3.751328782098578,3.0
1229,3.491416246591606,2.0
1230,3.5931821779342963,3.5
1232,3.5380598800459055,2.0
1234,3.543820994239053,4.5
1235,3.8185494631972796,2.0
1236,3.7939356683165593,1.0
1237,3.7084174798247123,3.0
1238,3.506060346175673,3.0
1239,3.7961814029833834,2.0
1240,3.6450505288414967,2.0
1241,3.433416135007493,0.5
1242,3.4325011473129265,2.0
1243,3.7038993659821244,3.0
1244,3.716010038702724,2.0
1250,3.532920925878316,5.0
1251,3.6717051882546956,2.0
1252,3.383450300126184,3.0
1253,3.3782793021659847,3.5
1254,3.508918106847923,4.5
1255,3.2913275894807703,1.5
1256,3.781045789992956,3.0
1257,3.2870386354393486,1.0
1258,3.7031443968106426,2.0
1260,3.7464918389119126,1.0
1261,3.3588131324817687,4.0
1262,3.4599106509531503,1.0
1263,3.5021559724920226,5.0
1264,3.498334436759334,0.5
1265,3.558468680126026,2.0
1266,3.356347826361927,2.5
1269,2.9008145163136967,3.0
1270,3.2777871612186207,0.5
1271,3.5524483958511976,5.0
1274,3.732940612565173,3.0
1275,3.693494119608631,2.5
1276,3.3889442889559485,3.0
1277,3.4448099096126907,1.0
1278,3.6617554509895966,4.0
1280,3.0530708385491336,3.0
1281,3.6075749168221174,1.0
1282,3.499520522910288,1.0
1284,3.3568373861635306,2.5
1285,3.578551489800398,4.0
1288,3.4558638045303574,4.0
1290,3.46316898880289,3.0
1291,3.534652725113369,3.0
1293,3.534743648311176,3.0
1294,2.94400490122228,1.0
1295,3.4216345731250533,3.0
1296,3.622112186236101,3.0
1302,3.48954276330491,3.5
1303,3.390299115357829,1.5
1305,3.1987771341701983,1.0
1310,3.684372447793374,1.0
1311,3.683285540304543,1.0
1313,3.609638395733784,4.0
1314,3.476800483231277,3.5
1317,3.261764817675699,1.0
1320,3.8785768992795804,4.0
1321,3.624857101831088,1.0
1322,3.248769497059003,4.0
1326,3.484626034780689,4.0
1327,3.550176300318043,4.0
1333,3.5916444321642946,4.0
1334,3.6829703328944885,2.0
1343,3.5305690900716287,5.0
1346,3.4376003639576194,4.0
1348,3.420469026786915,3.0
1349,3.5131294251001015,1.0
1351,3.5615257007878522,5.0
1352,4.160157262846662,3.0
1353,3.4368352818645262,4.0
1354,3.547436723323254,4.0
1355,3.552376776609525,3.0
1356,3.608234014965033,4.0
1357,3.012827083472957,2.0
1359,3.393187798175891,1.5
1360,3.7792086065644552,1.0
1362,3.9152683822943857,3.0
1366,3.675116037309729,2.5
1367,3.4136476590809,1.0
1369,3.6804843378034104,2.0
1370,3.5944821615978633,5.0
1372,3.9077418637934382,4.0
1374,3.372910759880991,3.0
1375,3.435567024689365,2.0
1376,3.6091009678472923,2.0
1377,3.7847888078690177,1.0
1378,3.51324541702213,4.0
1379,3.5059239972096767,3.0
1381,3.2495227260520125,1.0
1383,3.584457697896072,2.0
1386,3.450586771044827,4.0
1387,4.020583745248758,3.0
1388,3.473328953004711,1.5
1390,3.4215420388180453,3.0
1393,3.6474376245571554,1.0
1394,3.6625268512304205,2.0
1397,3.5659546990092146,1.5
1401,3.938161308030854,3.0
1402,4.025757322042799,1.5
1403,3.8495972105955363,4.0
1404,3.4762573446379466,4.5
1405,3.3470247182860766,5.0
1406,3.692109147645617,0.5
1407,3.3100381870797055,2.0
1408,3.7354732228695005,3.0
1409,3.95049960134141,4.0
1410,3.607923661803091,4.0
1412,3.421475789429332,3.0
1413,3.540238689093596,3.0
1414,3.4514333423601027,1.0
1415,3.7333705310773664,1.0
1416,3.350709589880983,4.0
1417,3.388344263662604,1.5
1418,3.585096641507825,2.0
1419,3.412362144412457,1.0
1420,3.6782653700490484,3.0
1422,3.572106951069509,4.0
1423,3.6507472913200734,4.0
1427,3.341414033005845,1.0
1428,3.2089520804899943,2.0
1430,3.6059265384837387,3.5
1431,3.5043004292103053,3.5
1432,3.6370125989528135,2.0
1433,3.54614235580204,2.0
1435,3.7193670363107465,5.0
1438,4.143169893434803,2.0
1439,3.39153707996998,1.0
1440,3.425369215609023,1.0
1441,3.3474014856594994,1.0
1442,3.6178211117479573,1.5
1445,3.2813966495685642,2.0
1447,3.375369166524294,1.0
1448,3.1776194970724307,1.0
1449,3.3016491307848215,2.5
1450,3.1656174009156457,2.0
1451,3.6113536825627417,4.0
1452,3.3684299056562246,4.0
1453,3.342870274499968,1.0
1454,3.563345046395054,3.0
1455,3.541398077123345,3.0
1456,3.691899798946012,2.0
1457,3.3137311409692507,5.0
1460,3.4747561389469164,1.0
1461,3.2470493597497785,2.5
1462,3.6133936031420664,1.0
1463,3.1815927967324202,3.0
1464,3.1713387688783365,1.0
1467,3.407372324901347,1.0
1469,3.096951502107622,1.0
1474,3.40237429818169,1.0
1475,3.277492771508994,3.0
1478,3.882234900150037,3.5
1480,3.5948284975058438,1.0
1483,3.686573514297639,4.0
1484,3.251829442253535,1.0
1485,3.6764388212005414,2.0
1486,3.321050408677153,3.0
1488,3.3517645303648083,2.0
1490,3.324336244827605,3.0
1493,3.6298013257916564,4.0
1494,3.4533249554852703,1.0
1495,3.6239363830694065,1.0
1496,3.603949833883013,1.0
1498,3.654709290714893,1.0
1501,3.351828860842346,1.0
1502,3.4375464224459407,2.0
1503,3.194543793279297,3.0
1504,3.3768597336980415,1.0
1505,3.32760792034955,3.0
1508,3.55910132966921,5.0
1511,3.400941946116884,3.0
1512,3.7246572308830306,1.0
1515,3.7142508980535216,3.0
1517,3.487052183857365,2.5
1518,3.458947969389486,1.0
1520,3.4296125052536235,3.0
1521,3.360037887444589,2.0
1523,3.3006916116145897,2.0
1525,3.44837783986621,5.0
1526,3.295687100035808,1.0
1527,3.319000311522931,3.0
1528,3.601569767028807,1.0
1530,3.677767626710364,3.0
1531,3.5687927089744034,3.0
1532,3.1828959211648993,1.0
1533,3.3458278355431905,3.0
1534,3.3680815185501056,4.0
1536,3.3932950997650453,1.0
1538,3.5456269547970694,3.0
1540,3.466144516165108,4.0
1541,3.1589346887611263,1.0
1542,3.5078425275398244,3.0
1543,3.2992230003026988,3.0
1544,3.3918042114461118,1.0
1546,3.4427900795674753,2.0
1547,3.4582565430687664,4.0
1548,3.4442290090391925,3.0
1549,3.117659894997983,2.0
1552,3.322891118485587,4.0
1553,3.243685699938366,2.0
1555,3.6869125592997345,3.0
1556,3.390901803107898,4.0
1558,3.1657329806982433,1.0
1559,3.562484782999537,2.5
1560,3.3829534580008778,3.0
1561,3.2663957758009694,2.5
1562,3.2145446770514297,2.0
1563,3.709357846285711,2.0
1564,3.7603631944017297,4.0
1569,3.375923255237458,4.0
1571,3.652077982731808,5.0
1576,3.4461346328253804,1.0
1577,3.523714487491881,5.0
1581,3.4677473157502012,4.5
1582,3.6699355003230036,2.0
1583,3.614102616051246,1.0
1584,3.2876991261464217,2.0
1586,3.6225553772843124,3.0
1589,3.340375718187774,1.0
1591,3.335258067661643,0.5
1592,3.494161446750423,1.0
1594,3.122401262571306,3.0
1596,3.6893431912598094,1.5
1597,2.99489450635037,1.0
1599,3.6345850887254803,4.5
1600,3.3298761228865534,3.0
1602,3.3909626639264694,3.0
1603,3.270434498898937,1.5
