original_row_index,oof_pred_gbdt,rating_true
385,3.629773904308085,3.5
386,3.6413680338897727,5.0
388,3.398813117760786,4.5
392,3.489867677809366,4.0
393,3.231078248981713,4.5
394,3.9587574716888363,4.0
395,3.3202365939340917,2.0
396,2.8937072104311423,2.0
398,3.7548870407515276,4.0
399,4.050265490512694,4.0
400,3.802013688703801,5.0
401,4.056724780509556,4.5
402,3.9617829420727366,4.5
403,3.935074871470692,4.5
405,3.7828076938659034,2.0
406,3.273339882599375,2.0
407,3.4883590103582476,2.0
408,3.2598058933005913,0.5
411,4.059019446461215,4.0
412,3.223914761332501,4.0
413,3.5152780127872387,4.0
416,3.859542639838172,4.0
417,4.071449583933922,1.0
418,3.515777523078209,2.0
419,3.8280432412287375,4.0
420,3.1421612070958957,3.0
423,3.40982921657292,1.0
424,3.5539388438960358,4.0
425,3.0306688983677517,3.5
426,3.375693133396011,1.5
427,3.6321589472802467,1.5
429,3.9161145848565635,5.0
434,3.1057053993444312,4.0
435,3.7988454263959173,3.0
444,3.1794358070739084,4.0
445,3.490913760235815,4.0
448,4.29690111757275,5.0
449,3.2913678850669106,2.0
450,4.309637684308244,5.0
452,3.460004456963486,3.0
454,3.631526792115619,3.0
455,3.8117158850238457,3.0
457,3.4242792762003362,3.0
458,3.2553939713584334,4.0
459,3.532497261337461,4.0
460,3.488328157068841,3.0
461,3.317546005203223,4.0
462,3.4555410816434544,3.0
463,4.060589107427299,4.0
464,3.8049150690339597,4.0
465,3.6448348903397396,4.0
468,3.6400834436625003,3.0
469,3.7980519860611732,4.0
470,3.8107290736954136,3.0
473,3.535042176784219,2.0
474,3.2958486874097765,1.0
476,2.953693449223832,2.0
477,4.006104744911268,4.0
479,3.866933234397632,3.0
481,3.6725173463302183,4.0
484,3.633273884947654,3.0
487,3.769439395621081,3.0
488,3.9487013097697363,5.0
489,3.726102761651064,5.0
490,3.5296187744237124,4.0
491,3.7351042481840584,5.0
494,3.506692644828707,5.0
495,4.012927624503491,3.0
497,3.6680326262645213,3.0
498,3.750613728049835,4.0
499,3.8076683534566507,4.0
500,3.5892574218183535,3.0
501,3.485863072017051,3.0
502,3.5532145935393027,3.0
503,3.166340858138529,3.0
505,3.1141930004511305,3.0
506,3.4487525077580767,2.0
507,3.44027794653961,4.0
509,3.587859125311189,3.0
511,3.5323804721743848,5.0
512,3.5784450882079413,1.0
513,3.554786834778847,5.0
514,3.4532585688890256,2.5
515,3.7358734081796787,5.0
522,4.106789481768836,4.0
525,3.5025721004848864,2.0
526,4.209506206253065,5.0
527,3.239879468485339,5.0
528,3.792313315755508,4.0
529,3.8766784243787877,4.5
530,3.460566078129919,4.0
531,3.4161034613342594,3.5
532,4.377704137736946,5.0
533,3.9561188581823927,3.5
535,3.9487013097697363,4.0
536,3.730901331539703,4.0
537,4.220724711565347,4.0
539,3.91774578858023,4.0
540,3.984775983960644,4.0
542,3.991602344766388,4.0
544,3.797861101762361,0.5
545,3.9066686303828044,4.0
546,3.4317370212787774,3.0
550,3.5836824089386794,4.0
551,3.9217120347564447,4.0
553,3.270057991944524,3.5
554,3.5384570478743673,5.0
556,3.4738205745826365,3.0
557,3.6079110664580334,3.0
562,3.2660693086075376,3.5
563,3.4016909951314913,3.5
569,3.7821874861204443,4.5
571,3.196873819104725,3.0
573,3.7713117772541036,5.0
574,4.087718018771191,4.0
575,3.8438604043134172,4.5
578,3.324475874313871,4.0
580,3.6413038888132405,4.5
581,3.336385980339992,3.5
583,3.8806875888762113,5.0
584,3.550895359585583,4.0
587,3.907016231717128,3.5
591,3.4283920916490263,3.5
592,3.384827543082833,5.0
594,3.6565894504507206,4.5
595,3.258894963224692,4.0
596,2.958693544060083,4.0
597,3.743555998794969,3.0
603,3.8317670911756943,5.0
604,3.4476743541438277,3.0
606,4.007274785512724,4.0
607,3.578931829120092,4.0
608,3.832041544083013,4.0
609,3.6844316443337553,2.5
614,3.182936765353294,4.5
615,3.791026427969574,4.5
616,3.369535613348803,3.5
618,3.5672553165142467,3.5
619,2.910600923785669,2.0
621,2.9256720567132835,3.0
622,3.1353464535166236,3.0
623,3.8315877933736946,4.0
624,3.551175190524574,4.0
626,3.7808321311227697,3.0
629,3.755392806271578,4.0
630,4.255047634410051,5.0
631,3.3146531099937,5.0
632,3.894145199912296,4.0
633,3.9471823725240385,5.0
634,3.2715617543766613,2.0
635,3.617400227102645,5.0
636,3.7923601908641356,4.0
637,3.3908191641534375,4.0
638,3.6589756082834013,4.0
639,3.367423488009576,5.0
640,3.8920883966039446,4.0
641,3.385336110649113,3.0
642,3.177055479105856,5.0
643,3.8299280252516104,4.0
645,3.5399254139632386,4.0
647,3.423729199614935,3.0
648,3.1818060120864993,4.0
651,3.3953635752484064,4.0
652,3.5233829114189636,4.0
653,3.3808094476889314,2.0
654,3.113082140435478,3.0
655,2.8992658116280987,2.0
656,4.11339932605019,5.0
657,3.259700881647348,3.0
659,3.9531581470582413,5.0
660,4.26773179512568,4.0
662,3.646961659855938,3.0
663,3.487048816069127,4.0
665,3.9965110540916116,3.0
667,3.2211471130748275,4.0
669,3.769439395621081,4.0
670,3.9553969191403753,4.0
671,3.896005010387538,4.0
673,3.561371271502986,3.0
677,3.3992757194305936,4.0
678,3.1466572375014668,3.0
679,3.2887262542086444,3.0
681,3.325719757709613,3.0
683,3.5655835939531038,5.0
684,3.4565763027812286,5.0
691,3.4611676166356578,3.0
694,3.3457060193866,3.0
695,3.328030753671653,4.0
696,3.3569585217796547,2.0
697,3.3130837997511935,3.0
698,3.6261259443203557,4.0
699,3.9870560692921746,5.0
705,4.14474339355796,5.0
706,3.3106363533968115,4.5
707,3.9704559051451684,5.0
708,3.6120486638086,5.0
710,3.7590411227271603,3.0
711,3.680334727035229,3.0
712,3.743555998794969,3.0
714,2.8585288524192602,4.0
715,3.470881804223351,4.5
717,3.842736031856113,4.0
719,3.7391964606111854,3.0
720,3.5544856236875533,3.5
725,3.6125582195915515,4.0
727,3.233736407095469,4.0
728,3.4860443541511987,5.0
729,3.6610746128990543,5.0
731,3.9296570591290605,2.0
732,3.322756739795361,1.0
733,3.2494252947459974,4.0
734,3.926639055985688,1.0
742,3.347024008040018,1.0
743,3.462853728061847,1.0
744,3.9066686303828044,4.0
745,3.775474881868015,2.0
747,3.320495971763741,2.0
749,3.9351051232258842,1.0
751,4.10158048368088,4.0
753,3.3736992137558306,1.0
757,3.149927531031626,1.0
758,3.4523835809544985,4.0
759,3.551855875489683,2.0
760,3.632166181511817,1.0
765,3.496399756711108,5.0
766,3.0258007539465597,2.0
768,3.377967212289525,5.0
771,3.989136381152361,2.0
774,3.8139626902937542,5.0
775,3.7358734081796787,2.5
780,3.532497261337461,3.0
781,3.4519148980711045,3.5
782,4.209506206253065,4.0
783,3.5205498574493643,3.0
787,3.3060832958622925,3.0
788,3.953313183486338,4.0
789,3.6414911823527274,2.5
791,3.5260027413365043,4.0
792,3.2711280336424315,4.0
793,4.11339932605019,3.0
794,3.5791045369382704,3.5
795,3.458867937587673,4.0
797,3.717824210159533,3.0
802,3.219502159563809,3.0
806,3.326458734406893,3.5
807,3.9751947025265744,4.5
808,3.761522570644233,3.5
809,4.058752695977184,4.5
813,3.5508524263283916,4.5
815,4.028975747370747,4.5
817,3.8847817912978884,4.0
819,3.632831722542189,4.5
821,3.3286100981186433,3.0
822,3.779428114772428,1.0
823,3.9561188581823927,4.0
824,3.4370619969485348,3.0
831,3.22818562282737,3.0
832,3.017597945217622,2.0
833,3.575412380021763,4.0
834,3.048392244706229,2.0
835,3.508809655813463,5.0
837,3.317129948371333,3.0
842,3.516894876728052,2.0
843,3.648897232065249,4.0
845,3.1324687858399582,2.5
846,3.2232843949419783,2.5
847,3.603766173704841,3.5
848,3.562742984824095,3.0
851,3.7133100768138294,3.0
852,3.587971252702954,4.0
856,3.4652831493119214,3.0
857,3.7808321311227697,5.0
860,3.6654729522349854,0.5
863,3.6452624729991703,4.0
864,3.4339300092236793,1.0
866,3.908046749479356,5.0
867,3.829337262366109,2.5
869,3.317552936285009,3.5
874,3.4532003945499854,3.0
876,3.402166276572889,4.0
877,3.4029545919681876,3.0
880,3.856898696068195,4.0
883,3.438587550685263,2.0
885,3.315811866918649,2.0
887,3.2292636491040594,1.5
888,3.7986508170571813,4.5
890,3.7945699472256895,4.0
892,3.430656508143526,3.5
896,3.228383152984459,2.0
901,3.377279055643773,1.0
902,4.018096937362312,5.0
903,4.266992769805691,5.0
905,3.3459721478038644,1.0
906,4.258304536692594,2.0
907,3.131580165958545,1.5
909,3.7210850790662002,2.5
912,3.342406136757098,3.0
913,3.7388822378693773,3.0
915,4.096936941353287,1.0
917,3.8135368184063387,4.0
918,3.4896442305642963,2.0
919,3.3708876048828156,3.5
921,3.492538273399006,3.0
925,3.456304088273688,4.0
926,3.1992499138019657,3.0
927,3.6758152952290724,4.0
928,3.2590155931383684,1.0
931,3.399507391079535,2.5
934,3.5199003213111126,3.0
937,3.3958316668962585,4.0
938,3.4958743017215044,3.0
939,3.4616482933296435,1.5
940,3.696903679964514,2.0
941,3.6136375182723266,3.5
943,4.24364831398776,4.0
944,3.5011013168219636,2.0
945,3.4204196838593113,1.5
946,4.169654898743326,5.0
947,3.187130452949657,3.0
949,3.780763000214638,4.0
951,3.0737231067444166,2.0
952,3.516255316933871,1.0
954,3.802087445885356,4.0
957,3.9180650143164066,5.0
959,3.5613683904697284,2.5
960,3.9471823725240385,5.0
961,3.5213642207479205,3.0
962,3.453616920200745,2.5
963,3.4945388004155262,1.5
964,3.39106743270843,4.0
967,3.9953834969635524,2.0
968,3.5560569559540993,3.0
969,3.534494564787484,2.0
971,3.299027408604466,1.0
972,3.131266217094267,2.5
974,3.3716055779209317,2.0
975,4.060453883132732,4.0
976,3.565303635695449,2.5
977,3.1023015453796314,2.5
981,3.4335334489533684,3.0
982,3.6477468069954027,5.0
985,3.292960887147402,1.0
987,3.787921062400575,4.0
990,3.989646542393928,5.0
992,4.247080356706427,5.0
996,3.7365640125490582,4.0
998,4.141313733189849,4.0
999,3.7238080322214206,1.5
1000,4.007219115582232,1.0
1002,3.8183868098887896,3.5
1003,4.043021566386842,1.0
1004,4.154696639233338,5.0
1005,3.9644751240153027,5.0
1007,4.109905511432397,1.0
1009,3.4180212926337017,2.0
1013,3.4002117202127975,2.5
1014,3.621179739778003,1.5
1015,3.7881704135886953,4.0
1017,3.658788315346446,4.0
1018,3.9309983021014605,3.0
1019,3.760970631715115,2.0
1020,3.968440603778221,4.0
1021,3.53741544594818,2.5
1023,3.740342710194112,4.0
1025,3.9030097172891463,4.0
1026,2.979739856159211,2.5
1028,3.3846694596720006,1.0
1029,3.2211471130748275,4.0
1030,3.7489544200283036,2.5
1032,4.087026564908522,3.0
1034,3.959735530135886,4.5
1035,4.253403666194795,5.0
1036,3.9603883413473464,5.0
1037,3.790716268533393,1.0
1038,3.9210813413956527,4.0
1040,3.88265529164764,4.0
1041,4.054367859339388,3.5
1043,3.844314568313837,2.0
1044,3.9395109932020733,5.0
1045,3.992270164383321,3.0
1046,3.6300948465664313,5.0
1047,3.906154003121715,4.5
1048,3.726102761651064,5.0
1050,3.7441646242839965,3.0
1051,3.947861713309312,4.0
1052,3.555834852127905,1.5
1055,3.5885403017546778,1.0
1058,3.6856689135687537,4.0
1060,3.9827656912011125,3.0
1061,3.7719873499313583,4.0
1062,3.7847791840633533,3.0
1064,3.9368898466336,3.5
1065,3.9157344237564176,3.0
1066,3.9554792060524204,1.0
1069,4.041274185170198,4.0
1070,3.970451754605992,5.0
1071,3.9272080292165277,3.5
1072,3.91774578858023,4.0
1075,3.596239285484072,4.0
1077,3.631828611529529,4.0
1081,3.935074871470692,2.5
1082,3.95077345424012,1.0
1084,3.7356934332686915,2.0
1085,3.826173468341108,4.0
1086,3.586824715928227,4.0
1087,3.676460841019416,4.0
1088,3.8645358633312514,3.0
1089,3.573897437063972,5.0
1090,3.4674942186830084,3.0
1091,3.824262641141534,2.0
1093,3.499764605501075,2.0
1094,3.786833772112706,2.0
1099,3.5415976240132028,2.5
1100,3.298462844686161,3.0
1102,3.409835387970702,0.5
1103,3.363106611347359,3.5
1104,3.765369745894989,4.0
1105,3.5089784583215633,3.0
1106,3.4733479880552394,5.0
1107,3.5135611420659996,4.0
1109,3.5047525230046843,3.0
1112,3.3896932052191975,3.0
1113,3.459820740859827,3.0
1114,3.7629849115504777,1.0
1117,2.6616073502112467,2.5
1118,3.0789901516241174,1.5
1119,3.1335244495166457,3.5
1124,3.3621941686319086,2.0
1131,3.6788771119201864,4.0
1133,3.322395867651762,3.0
1134,3.421816111158669,3.0
1135,3.652400217571911,3.0
1136,3.477064617010261,3.0
1137,3.252455473348381,4.0
1138,3.6589756082834013,3.0
1139,3.4058653883288663,2.0
1141,3.3354365075432524,1.0
1143,3.92509087248535,4.0
1144,3.444468618459703,4.0
1145,3.5655835939531038,4.0
1147,3.26088795686596,3.5
1150,3.410471716651324,0.5
1151,3.4068171107734737,3.5
1152,3.4942052427754366,4.0
1153,2.930087732817838,3.5
1154,3.40751696389991,1.0
1155,3.4531055891396174,2.0
1156,2.8626533369740237,1.0
1157,3.191449287060655,3.0
1159,3.5033208447329405,3.0
1162,3.2528010807564467,2.0
1163,3.910004542550806,3.5
1164,3.561064852675681,2.0
1165,3.325996366615515,4.0
1166,3.9615604767470494,4.0
1167,3.299598662160129,2.0
1169,2.9493662599303954,1.5
1170,3.0878379470815975,4.0
1171,3.409325521144153,2.5
1172,3.3970168802769307,2.0
1174,3.10962732920543,2.0
1176,3.4565763027812286,4.5
1179,3.8058488726643303,3.0
1180,3.8649110536914693,3.0
1184,3.550173679869067,3.5
1186,3.7127959402879633,3.0
1187,4.001934203740565,4.0
1188,3.6190482490825815,2.5
1189,3.784862800477804,5.0
1190,3.5835631861066513,3.0
1192,3.575701077962951,4.0
1194,4.065607213281626,3.0
1196,3.372164825952151,1.0
1198,4.051852532380847,4.5
1199,3.709081980540027,2.5
1202,3.463919185740768,2.0
1203,3.200814561523747,2.5
1205,3.5544950047481123,3.0
1206,3.4941425507722506,2.0
1207,3.7436100976491833,4.0
1208,3.6598237361450416,4.0
1210,3.2356996944064607,1.0
1211,3.5399254139632386,3.0
1213,3.867824937284778,3.0
1214,3.5744215736992118,3.0
1216,3.5152780127872387,4.0
1217,4.175189209369217,3.0
1218,3.601089121393327,4.0
1220,3.7327901462100983,4.0
1222,3.523837351942321,1.0
1224,3.432282850437615,2.5
1225,3.2041549157098825,2.5
1228,3.7059571162367995,3.0
1229,3.504628087178578,2.0
1230,3.3767982542148047,3.5
1232,3.3189802788211216,2.0
1234,3.7466920709312763,4.5
1235,4.17483445891889,2.0
1236,3.7742593369840605,1.0
1237,3.4939262064008676,3.0
1238,3.2643379734469464,3.0
1239,3.4085954451392295,2.0
1240,3.334134324158513,2.0
1241,3.3204169648215767,0.5
1242,3.38737168402482,2.0
1243,3.7226771473339357,3.0
1244,3.764474033565125,2.0
1250,3.515065891789523,5.0
1251,3.5787990705849624,2.0
1252,3.4317181542029065,3.0
1253,3.4647674260200043,3.5
1254,3.451175449077881,4.5
1255,3.249136101421666,1.5
1256,3.3279944689076646,3.0
1257,3.4626218498893033,1.0
1258,3.6926202260386556,2.0
1260,3.6255559926090144,1.0
1261,3.249447076547684,4.0
1262,3.113082140435478,1.0
1263,3.7053842690789986,5.0
1264,3.047558586960728,0.5
1265,3.521084449056013,2.0
1266,2.9320097452254315,2.5
1269,3.2119703932662804,3.0
1270,2.5421981051995064,0.5
1271,4.036321212379084,5.0
1274,3.725113143602267,3.0
1275,3.5152411968688395,2.5
1276,3.5513139242078924,3.0
1277,3.2185558499063895,1.0
1278,3.73374235216029,4.0
1280,3.492609691124674,3.0
1281,3.2951786635853555,1.0
1282,3.7281368369836847,1.0
1284,3.2513469554182857,2.5
1285,3.5611021314220404,4.0
1288,3.334155321130727,4.0
1290,3.4114220099194568,3.0
1291,3.9569875812819375,3.0
1293,3.4847073685924363,3.0
1294,2.7417962174852692,1.0
1295,3.8170370776933287,3.0
1296,3.4577646530422848,3.0
1302,3.6266507757694835,3.5
1303,3.309154849233538,1.5
1305,3.184388228382469,1.0
1310,3.741786468852283,1.0
1311,3.46464569491959,1.0
1313,3.836719474262881,4.0
1314,3.460101593209759,3.5
1317,3.220806062288116,1.0
1320,3.8436592193607773,4.0
1321,3.2752450602631034,1.0
1322,3.298172749042035,4.0
1326,3.3217591453176256,4.0
1327,3.7713117772541036,4.0
1333,3.393818063344277,4.0
1334,3.5600457012923763,2.0
1343,3.355774471185688,5.0
1346,3.3830391205174464,4.0
1348,3.408130243077549,3.0
1349,3.315184013329761,1.0
1351,3.55805837652726,5.0
1352,3.9196421350517565,3.0
1353,3.649994647858695,4.0
1354,3.3087643332297336,4.0
1355,3.2180073393400432,3.0
1356,3.545483362757122,4.0
1357,2.8619807598099087,2.0
1359,3.1443020805384707,1.5
1360,3.8231009425599276,1.0
1362,3.986765159588354,3.0
1366,3.2932779070058307,2.5
1367,3.3533975104516984,1.0
1369,3.409895835875483,2.0
1370,3.8508658821936765,5.0
1372,3.557692852088711,4.0
1374,3.505304861284646,3.0
1375,3.3779956680495355,2.0
1376,3.4456736733385367,2.0
1377,3.59741000685993,1.0
1378,3.4847011432498136,4.0
1379,3.774436216866401,3.0
1381,3.270143492914168,1.0
1383,3.5081067931802092,2.0
1386,3.3676050715253223,4.0
1387,4.0097308520018125,3.0
1388,3.412092169644519,1.5
1390,3.561836924183396,3.0
1393,3.1760023922200924,1.0
1394,3.4084832745535256,2.0
1397,3.7750889938725583,1.5
1401,3.887515533630943,3.0
1402,4.345456598342223,1.5
1403,3.5811300830052244,4.0
1404,3.2622515176263454,4.5
1405,3.379762182562181,5.0
1406,3.6031362015393222,0.5
1407,3.4023370243186757,2.0
1408,3.7856652673741764,3.0
1409,3.9032799118419788,4.0
1410,3.5960345648397687,4.0
1412,3.0352743431816145,3.0
1413,3.8537652123759734,3.0
1414,3.0869219826805088,1.0
1415,3.745880959664164,1.0
1416,3.061220375902165,4.0
1417,3.5285126783727345,1.5
1418,3.6096131352447585,2.0
1419,3.097991601961352,1.0
1420,3.664185387171549,3.0
1422,3.6753537379724,4.0
1423,3.361406203708718,4.0
1427,3.3467546757774023,1.0
1428,3.219502159563809,2.0
1430,3.5699736102023176,3.5
1431,3.482898236973114,3.5
1432,3.701636326266964,2.0
1433,3.865959186060064,2.0
1435,3.430729339220981,5.0
1438,3.958870409760878,2.0
1439,2.9800272637149514,1.0
1440,3.3484423648988453,1.0
1441,3.2034535137831757,1.0
1442,3.408572165005326,1.5
1445,3.2531645166476104,2.0
1447,3.469988385926037,1.0
1448,2.609747155723026,1.0
1449,2.962389786312386,2.5
1450,3.3602731246649267,2.0
1451,3.83199356586799,4.0
1452,3.0332811437048717,4.0
1453,3.0766675879140424,1.0
1454,3.4695476604157567,3.0
1455,3.383682301530059,3.0
1456,3.581980875034393,2.0
1457,3.3151193045916267,5.0
1460,3.778968690945011,1.0
1461,3.309422070458801,2.5
1462,3.3655068978571823,1.0
1463,2.940922426334411,3.0
1464,2.768054099227571,1.0
1467,3.1107675012283784,1.0
1469,3.097559651971233,1.0
1474,3.1973463386605454,1.0
1475,2.7951170673647154,3.0
1478,3.636811942375509,3.5
1480,3.6731539941755016,1.0
1483,3.579062040034189,4.0
1484,3.142709048151132,1.0
1485,3.346919715108493,2.0
1486,3.370516929147339,3.0
1488,2.9898235355067784,2.0
1490,3.509814041577226,3.0
1493,3.4060085955521235,4.0
1494,3.744081328133652,1.0
1495,3.2063160212043043,1.0
1496,3.8424807216405257,1.0
1498,3.9731212968462257,1.0
1501,3.366163262357113,1.0
1502,3.171046383527788,2.0
1503,3.2007766989257913,3.0
1504,3.30358592677556,1.0
1505,3.3387584407722093,3.0
1508,3.86144669878901,5.0
1511,3.316174176300651,3.0
1512,3.420612921883703,1.0
1515,3.5626563660374377,3.0
1517,3.3356426449593792,2.5
1518,3.6079047275318796,1.0
1520,3.158642404199411,3.0
1521,3.3216982074789185,2.0
1523,2.9091391234251245,2.0
1525,3.4872047979892833,5.0
1526,3.3217800410356126,1.0
1527,3.111185683414782,3.0
1528,3.2588114023527543,1.0
1530,3.5710652261043303,3.0
1531,3.632849903579722,3.0
1532,2.929161390163406,1.0
1533,3.2758908596529137,3.0
1534,3.016220945952364,4.0
1536,3.4736810407388385,1.0
1538,3.864839130970187,3.0
1540,3.3321655154830103,4.0
1541,2.8842652080959663,1.0
1542,3.6023023132024146,3.0
1543,3.3747589863851273,3.0
1544,3.0894302540606424,1.0
1546,3.2726225004450527,2.0
1547,3.551684914424142,4.0
1548,3.3230819584800377,3.0
1549,2.9451395766190864,2.0
1552,3.3477455908795455,4.0
1553,2.7270551125837463,2.0
1555,3.3164257329368505,3.0
1556,3.3661048384671406,4.0
1558,3.4270140001975773,1.0
1559,3.3815653781260844,2.5
1560,3.3998687951259163,3.0
1561,3.0851688451063275,2.5
1562,3.2700319665702535,2.0
1563,3.88143622563843,2.0
1564,3.9535817420108983,4.0
1569,3.5956074931408373,4.0
1571,3.814839648136749,5.0
1576,3.3222385537280994,1.0
1577,3.4199392555973183,5.0
1581,3.249768070260596,4.5
1582,3.557957081866858,2.0
1583,3.5254745928710096,1.0
1584,3.389390780119296,2.0
1586,3.393613377043022,3.0
1589,3.324056291017397,1.0
1591,3.156178255800988,0.5
1592,3.5551242983123115,1.0
1594,2.7943964610486836,3.0
1596,3.796763547949302,1.5
1597,3.3663658130627065,1.0
1599,3.581607196530367,4.5
1600,3.4640488839372803,3.0
1602,3.0536353357006503,3.0
1603,3.3216452553397935,1.5
