original_row_index,oof_pred_rf,rating_true
170,3.773069235951084,5.0
171,3.526444949408709,5.0
174,4.173812234136243,5.0
176,4.191517474697715,5.0
177,3.9210529481052934,5.0
179,4.166121721225139,5.0
180,4.048484040216703,5.0
181,4.210309434488814,5.0
182,3.921914815112343,5.0
185,3.986456181585161,5.0
186,4.038193360196078,5.0
188,3.939991722175748,5.0
192,4.182745720097038,5.0
193,3.929673099418369,5.0
194,3.7290532554598257,5.0
198,3.732084677280877,4.0
202,3.2302486603953775,3.0
204,3.5010945773022093,3.0
205,3.239143594443511,3.0
209,3.00742861735196,3.0
211,3.7405433209300893,4.0
212,3.811757590107855,5.0
213,3.4503392303499574,1.0
214,3.1584715299628785,5.0
215,3.059526431540715,4.0
217,3.844465975394282,5.0
218,3.9690343410211413,5.0
220,3.5156545562432755,3.0
221,3.9492824973577867,5.0
222,3.6147927577061587,5.0
225,3.4547084491447277,2.0
228,3.7839813143371375,4.0
230,3.1521127493071557,4.0
231,3.043242729141018,4.0
232,2.95012480792539,3.0
233,4.227247720867948,5.0
236,3.2453548441009508,5.0
237,3.7057706792351244,5.0
238,3.118682483579062,4.0
240,3.2221227821347673,5.0
241,3.885675594383487,5.0
243,3.725390140766347,5.0
246,3.6910482020773925,5.0
247,3.590478265963565,4.0
248,3.2557897946467773,4.0
249,3.5860399717319886,5.0
250,3.1898476552653467,5.0
251,3.367635723156439,5.0
252,3.143667382821164,3.0
254,3.6913473044454457,5.0
255,3.7842702946513356,5.0
256,3.632066903499862,4.0
258,3.5038027130832865,4.0
261,3.678162716687553,5.0
262,3.9001395339465694,5.0
266,3.3598696833566923,5.0
268,3.2792856646616526,4.0
269,2.990881523214002,4.0
270,3.733716151269075,5.0
271,3.114356198479625,5.0
272,2.973747219165454,1.0
273,3.75327331561128,5.0
275,3.845872469707424,5.0
276,3.1849697098977874,3.0
278,3.428606804137151,5.0
279,3.4652819848041885,5.0
284,3.117220958978072,3.0
285,3.5691112090774997,5.0
286,3.5346576164660326,5.0
288,3.5997922307795234,5.0
290,3.631510917060205,4.0
291,3.485295702838838,4.0
292,3.4886024767273485,5.0
293,3.8168619958198153,4.0
294,3.176966158556566,4.0
296,3.5981087879115488,2.0
299,3.1510416326040542,4.0
301,3.1778508217825885,3.5
302,2.963324374279767,3.5
303,4.090243751618439,4.0
305,3.0204792975778476,4.0
306,3.4881149918060768,4.0
307,3.4391418944907963,4.5
310,3.7411768420858404,4.0
311,3.343261471639693,5.0
313,4.497050436023244,2.5
317,3.744935414727231,5.0
318,4.297329299313845,3.0
319,4.360224499442304,2.5
321,3.7443857661154043,4.0
325,3.00742861735196,3.5
327,3.3376248904368198,4.0
328,3.1839423491958523,4.0
330,3.3954254438259954,4.5
331,3.7919135035701896,4.0
334,3.5965139977091747,1.5
335,3.724576801754351,5.0
336,3.312504848707904,4.0
337,3.3722301925362017,4.0
339,3.2997735757592976,4.0
340,3.8701029046935984,3.5
341,3.366461452708919,4.0
342,3.3780896422800413,4.5
346,3.9032073704166375,3.5
348,3.970640290795659,3.5
349,3.5985230603705065,3.5
350,3.516552290027324,4.0
352,3.6315942336062785,4.5
353,3.3746930045811,3.5
354,3.485604326424264,4.0
355,3.1378100702896745,4.0
356,3.6380232192243973,3.5
357,2.9762528982691765,4.5
362,3.595695802133783,3.0
363,3.6315008089938505,4.5
368,3.888482271261486,3.5
374,3.849327028064703,4.0
375,3.733407422707024,4.0
376,3.8354279102980224,2.5
379,3.548792140914626,4.0
381,3.369192022985524,4.5
383,3.753543974132944,4.5
384,3.8545879182373746,4.5
385,3.2568860680728036,3.5
386,3.817614668724845,5.0
388,3.2170774236984334,4.5
392,3.302492646638168,4.0
393,2.961895727713752,4.5
394,4.194705124841067,4.0
395,3.033675416966683,2.0
396,2.6801770088104333,2.0
398,3.5144427787669246,4.0
399,4.170937958765599,4.0
400,4.0416239786143855,5.0
401,4.073088373834998,4.5
402,4.084168138732577,4.5
403,4.153047352485982,4.5
405,3.623299436797895,2.0
406,3.243039342521052,2.0
407,3.6537574779584516,2.0
408,3.2828404305696584,0.5
411,4.175561664017855,4.0
412,3.0727712839193275,4.0
413,3.388109619574995,4.0
416,3.331215763756976,4.0
417,4.140092016159966,1.0
418,2.955112005513935,2.0
419,3.896077165061162,4.0
420,3.072282802854378,3.0
423,3.2865844143694183,1.0
424,3.8714445370318775,4.0
425,3.0230826801354165,3.5
426,3.432737972792426,1.5
427,3.716970337746354,1.5
429,4.0683458869898494,5.0
434,3.26168375187378,4.0
435,3.628841615970288,3.0
444,3.3062726845103794,4.0
445,3.4883159309056384,4.0
448,4.334920466472335,5.0
449,3.3633090138741983,2.0
450,4.395388541883863,5.0
452,2.584697741659565,3.0
454,3.5759649635514092,3.0
455,3.7250920389238518,3.0
457,3.455226603826457,3.0
458,3.43437931952833,4.0
459,3.6880727739926598,4.0
460,3.4779261544585376,3.0
461,3.556200533878051,4.0
462,3.468854382731904,3.0
463,3.9082097947480934,4.0
464,3.666350226636766,4.0
465,3.6163540056018553,4.0
468,3.4238344985604634,3.0
469,3.3262206759500965,4.0
470,3.7180236558691298,3.0
473,3.043999304883231,2.0
474,3.311122676446169,1.0
476,3.1591880252705042,2.0
477,3.895596892565081,4.0
479,3.857425195156261,3.0
481,3.745372980426061,4.0
484,3.5239353705947782,3.0
487,4.254518865127196,3.0
488,4.102157020351011,5.0
489,4.005966063273624,5.0
490,3.7791102889398798,4.0
491,4.148562037094518,5.0
494,3.5117205330000574,5.0
495,4.150225797613061,3.0
497,4.009640226491114,3.0
498,3.718159609055941,4.0
499,4.176268603505785,4.0
500,3.8450055325375336,3.0
501,3.667789343913269,3.0
502,3.732084677280877,3.0
503,3.206194463547362,3.0
505,3.266624919263311,3.0
506,3.3456187218802658,2.0
507,3.714228014456363,4.0
509,3.5086356441110245,3.0
511,3.195196252141348,5.0
512,3.6142366087440605,1.0
513,3.7358164716436506,5.0
514,3.5534374761225007,2.5
515,3.9251470208733394,5.0
522,4.087003366454906,4.0
525,3.636324376219561,2.0
526,4.214598411385256,5.0
527,3.0988476997009404,5.0
528,3.907071030347496,4.0
529,3.996569409313368,4.5
530,3.7259740010679634,4.0
531,3.6329643376452405,3.5
532,4.404230106452535,5.0
533,4.233191073036296,3.5
535,4.102157020351011,4.0
536,4.063503906744358,4.0
537,4.111459042313125,4.0
539,4.0882530439386615,4.0
540,4.132397121614497,4.0
542,4.189595015672069,4.0
544,3.828671225918657,0.5
545,3.669508127032928,4.0
546,3.663789194882284,3.0
550,3.901757755591033,4.0
551,4.179729420185967,4.0
553,3.2630751927346195,3.5
554,3.8462453932286103,5.0
556,3.2221227821347673,3.0
557,3.2247831353857865,3.0
562,3.3585875883808076,3.5
563,3.3456216397453953,3.5
569,3.75327331561128,4.5
571,3.3422709342163692,3.0
573,3.812045171452519,5.0
574,4.032081897920972,4.0
575,4.021276140727704,4.5
578,3.281704410056419,4.0
580,3.766577699410591,4.5
581,3.47272643409736,3.5
583,4.120046156772325,5.0
584,3.7270094519833,4.0
587,3.80554201211272,3.5
591,3.6654875552523243,3.5
592,3.4612943659896978,5.0
594,3.6293512831499184,4.5
595,3.5425925672219503,4.0
596,3.275462245708434,4.0
597,3.8842724190436497,3.0
603,3.825896622627778,5.0
604,3.4478685823246087,3.0
606,4.200652052981696,4.0
607,3.8929059441911393,4.0
608,3.6832997197493795,4.0
609,3.6052053228514804,2.5
614,3.2804914554934106,4.5
615,3.7692005533602253,4.5
616,3.281883242148084,3.5
618,3.708262276958243,3.5
619,2.7694987645384077,2.0
621,3.005629193407497,3.0
622,2.942929641075801,3.0
623,3.825376660238057,4.0
624,3.7298069201025084,4.0
626,4.043226121175955,3.0
629,3.850640988948687,4.0
630,4.241726209566817,5.0
631,3.6733376666028787,5.0
632,4.069938863818169,4.0
633,4.193116308272264,5.0
634,3.4377799719187982,2.0
635,3.7098626706944793,5.0
636,3.801209893207937,4.0
637,3.5362372330637997,4.0
638,3.5650570335144294,4.0
639,3.600646574965619,5.0
640,4.1287498898380015,4.0
641,3.257614622094216,3.0
642,3.314361594624133,5.0
643,3.966143931469194,4.0
645,3.7391620177194524,4.0
647,3.3425570633167787,3.0
648,3.23267244782653,4.0
651,3.6878091905404933,4.0
652,3.774333355442738,4.0
653,3.438971492673848,2.0
654,3.3817803490858016,3.0
655,2.9475257994671207,2.0
656,4.179144232799837,5.0
657,3.2870521275233973,3.0
659,4.27894882098405,5.0
660,4.3823918260290835,4.0
662,3.413503131823713,3.0
663,3.9380557798786002,4.0
665,4.184692344479456,3.0
667,3.4377884128329224,4.0
669,4.254518865127196,4.0
670,4.191517474697715,4.0
671,3.952374621762737,4.0
673,3.691762724393539,3.0
677,2.9600176347350917,4.0
678,3.429503677932648,3.0
679,2.077365809364371,3.0
681,3.04834058184014,3.0
683,3.711658339538346,5.0
684,3.3620693990636608,5.0
691,3.103962431748121,3.0
694,3.3086263212065905,3.0
695,3.2273152989710003,4.0
696,2.6685331943732047,2.0
697,3.096119250999806,3.0
698,3.8679662012535023,4.0
699,4.200378603316956,5.0
705,4.21065382429404,5.0
706,3.2804130921833803,4.5
707,4.042662305572545,5.0
708,3.4658184094628557,5.0
710,3.8903887485926596,3.0
711,3.77394811501391,3.0
712,3.8842724190436497,3.0
714,2.794441696244805,4.0
715,3.564161374835819,4.5
717,4.1622141429912185,4.0
719,3.8651502492899787,3.0
720,3.541025507874534,3.5
725,3.918208560141185,4.0
727,3.349001202805941,4.0
728,3.450445954925856,5.0
729,3.5276518034991655,5.0
731,4.246443031021421,2.0
732,3.0865803772448954,1.0
733,3.269157113456674,4.0
734,3.9377174798937125,1.0
742,3.0521676842063834,1.0
743,3.7465719969310696,1.0
744,3.669508127032928,4.0
745,3.5386006811811264,2.0
747,3.707778457977814,2.0
749,3.698826281313097,1.0
751,4.04826742875988,4.0
753,3.6020592139742793,1.0
757,2.672612235677766,1.0
758,3.5209357738922615,4.0
759,3.5557412108927804,2.0
760,3.4183427328731057,1.0
765,3.2049449119046853,5.0
766,2.9113395099419774,2.0
768,3.0673284733258526,5.0
771,3.981057529659879,2.0
774,3.774465682277299,5.0
775,3.9251470208733394,2.5
780,3.6880727739926598,3.0
781,3.645637899503973,3.5
782,4.214598411385256,4.0
783,3.1984766109922487,3.0
787,3.2993124512032805,3.0
788,4.08335559595751,4.0
789,3.7737833251760096,2.5
791,3.7999551770817788,4.0
792,3.521241647146155,4.0
793,4.179144232799837,3.0
794,3.408123499736257,3.5
795,3.469119181404871,4.0
797,3.7283379428133157,3.0
802,3.135185929232696,3.0
806,3.2279370686086755,3.5
807,4.025539721839712,4.5
808,3.9552570714811646,3.5
809,4.307441986352845,4.5
813,3.662318706131487,4.5
815,4.1851484882209915,4.5
817,3.94767839871589,4.0
819,3.7558391769522608,4.5
821,3.003319417098556,3.0
822,3.522039044799555,1.0
823,4.233191073036296,4.0
824,3.3376248904368198,3.0
831,3.111936554984931,3.0
832,3.063750966329489,2.0
833,3.970640290795659,4.0
834,3.1801372476011536,2.0
835,3.397188223556358,5.0
837,3.033274205029431,3.0
842,3.5213968767310835,2.0
843,3.84405703476498,4.0
845,3.430116523101262,2.5
846,3.2664624824998962,2.5
847,3.719699851236502,3.5
848,3.724596980765404,3.0
851,3.793911047390622,3.0
852,3.7503762940240866,4.0
856,2.9371936966923395,3.0
857,4.043226121175955,5.0
860,3.261221744616791,0.5
863,3.7087612414665596,4.0
864,3.1990667339840995,1.0
866,4.122312120848537,5.0
867,3.4735535381089164,2.5
869,3.2226454252619066,3.5
874,3.6406392475210776,3.0
876,3.3204638753095104,4.0
877,3.4776484993842773,3.0
880,3.8575406241987378,4.0
883,3.223964833974423,2.0
885,2.813845647911716,2.0
887,2.9501931388118745,1.5
888,3.7519083677507283,4.5
890,4.001570034689055,4.0
892,3.1662172932766413,3.5
896,3.2386574589759887,2.0
901,3.394609431428046,1.0
902,4.269634588790687,5.0
903,4.253860570335948,5.0
905,3.086045896569916,1.0
906,4.390481238914785,2.0
907,3.316720202001642,1.5
909,3.472376076790478,2.5
912,3.6727030742695335,3.0
913,3.439366465156086,3.0
915,4.107841187369833,1.0
917,3.765382097507464,4.0
918,3.0891151757759885,2.0
919,3.1215308576333127,3.5
921,3.60906401678326,3.0
925,3.424048952636016,4.0
926,3.284503873829834,3.0
927,3.7787294680039936,4.0
928,3.1594577501017675,1.0
931,3.0996196919279044,2.5
934,3.6616148711964187,3.0
937,3.426076348695353,4.0
938,3.4975335493293596,3.0
939,3.6508413802602666,1.5
940,3.766371777663463,2.0
941,3.158913933698157,3.5
943,4.261984039666008,4.0
944,3.516472235581903,2.0
945,3.4912995065888865,1.5
946,3.967836670958414,5.0
947,3.150439143681028,3.0
949,3.90274579600894,4.0
951,3.043690704357679,2.0
952,3.2174297343285674,1.0
954,4.017284400330289,4.0
957,4.097273971117081,5.0
959,3.3560203534907123,2.5
960,4.193116308272264,5.0
961,3.395414594428176,3.0
962,3.690919599589381,2.5
963,3.6293291474758336,1.5
964,3.446125174288502,4.0
967,3.689729750576131,2.0
968,3.7020378220308405,3.0
969,2.9514408220015405,2.0
971,3.298886852649058,1.0
972,3.306731953876918,2.5
974,3.431039543091123,2.0
975,4.0993716752312706,4.0
976,3.4595605274305155,2.5
977,2.6965710774664444,2.5
981,3.3174271876603707,3.0
982,3.714875328620933,5.0
985,3.3862849488037523,1.0
987,3.550483110827325,4.0
990,4.076250435240394,5.0
992,4.296817680145882,5.0
996,4.027781943729616,4.0
998,4.230386334538811,4.0
999,3.634474466852098,1.5
1000,3.936506873254045,1.0
1002,3.945197982958242,3.5
1003,4.102570242149234,1.0
1004,4.248737865238378,5.0
1005,3.8689774644282577,5.0
1007,4.0516541168803615,1.0
1009,3.1520095245516075,2.0
1013,3.307914867298136,2.5
1014,3.74068397207534,1.5
1015,3.83479898837387,4.0
1017,3.7280414331692016,4.0
1018,4.020443120961092,3.0
1019,3.5410121674144595,2.0
1020,4.206257650873334,4.0
1021,3.4659828953212877,2.5
1023,3.7885630609352616,4.0
1025,3.8183315144820824,4.0
1026,3.031867354090362,2.5
1028,3.546235503265413,1.0
1029,3.4377884128329224,4.0
1030,3.780637814977285,2.5
1032,4.095245306772484,3.0
1034,3.883979629509713,4.5
1035,4.239236433048492,5.0
1036,4.2193535805521085,5.0
1037,4.182374495754946,1.0
1038,4.15471988809044,4.0
1040,3.939334981941764,4.0
1041,4.0703702506110675,3.5
1043,4.219941012925756,2.0
1044,3.904288009887777,5.0
1045,4.230359240834511,3.0
1046,4.166121721225139,5.0
1047,4.143595834169418,4.5
1048,4.005966063273624,5.0
1050,4.210309434488814,3.0
1051,3.921914815112343,4.0
1052,3.7885022235391324,1.5
1055,3.85716710204723,1.0
1058,4.038193360196078,4.0
1060,4.284530395316951,3.0
1061,3.817269123240573,4.0
1062,4.029761073945086,3.0
1064,3.762922200301448,3.5
1065,3.993050460004958,3.0
1066,3.816046145521041,1.0
1069,4.017627725592225,4.0
1070,4.268330575577583,5.0
1071,4.206579787571087,3.5
1072,4.0882530439386615,4.0
1075,3.8884517451501224,4.0
1077,3.648638324637372,4.0
1081,4.153047352485982,2.5
1082,3.988672150198012,1.0
1084,3.922580268655987,2.0
1085,4.095201359387294,4.0
1086,3.8935781692139013,4.0
1087,3.874054388062292,4.0
1088,4.38465256099041,3.0
1089,3.7443857661154043,5.0
1090,3.14829570531616,3.0
1091,3.6593078056612747,2.0
1093,3.401196204224068,2.0
1094,3.4737797993589976,2.0
1099,3.5691211707863864,2.5
1100,3.2910456844971723,3.0
1102,3.0469729036631255,0.5
1103,3.60983745858225,3.5
1104,3.8367622318421377,4.0
1105,3.1961014466357667,3.0
1106,3.3938227659972107,5.0
1107,3.628571575939373,4.0
1109,3.5641705348554154,3.0
1112,3.169608940062899,3.0
1113,3.280957975288186,3.0
1114,3.7290497345229188,1.0
1117,2.3358374115223572,2.5
1118,2.348095639756666,1.5
1119,3.2510948001604367,3.5
1124,3.4334388523565464,2.0
1131,3.4239213771516672,4.0
1133,3.366218139649638,3.0
1134,3.486223957045061,3.0
1135,3.7654412399356674,3.0
1136,3.681741024343052,3.0
1137,3.151955384413693,4.0
1138,3.5650570335144294,3.0
1139,3.700570655377464,2.0
1141,3.0381967664233502,1.0
1143,4.088600795581646,4.0
1144,3.278124009670151,4.0
1145,3.711658339538346,4.0
1147,3.236026308116956,3.5
1150,3.503910416599518,0.5
1151,3.63450123605763,3.5
1152,3.5212768155134313,4.0
1153,2.9734742018529583,3.5
1154,3.2293711282920907,1.0
1155,3.2265250363833404,2.0
1156,2.817033854281675,1.0
1157,3.3464997636977967,3.0
1159,3.462258769130951,3.0
1162,3.140497263905614,2.0
1163,3.740039113441873,3.5
1164,3.5502271926762115,2.0
1165,3.6363803220045576,4.0
1166,3.990506729328179,4.0
1167,2.921976072439798,2.0
1169,2.8138909476730736,1.5
1170,3.2471083986993876,4.0
1171,3.3949148937644096,2.5
1172,3.3466190610786386,2.0
1174,3.059526431540715,2.0
1176,3.3620693990636608,4.5
1179,3.9530023980399203,3.0
1180,3.822070703139129,3.0
1184,3.8243215628889855,3.5
1186,3.9202037614369476,3.0
1187,3.943096828201122,4.0
1188,3.6270606245581143,2.5
1189,3.627274159528194,5.0
1190,3.5313174245062426,3.0
1192,3.5112849454459347,4.0
1194,3.9414526391721973,3.0
1196,3.1513580872264453,1.0
1198,4.100594806234793,4.5
1199,3.7574851385921644,2.5
1202,2.8308021076507726,2.0
1203,3.337460844733061,2.5
1205,3.811699155232448,3.0
1206,3.35735359015245,2.0
1207,3.6186782547512393,4.0
1208,3.543185517735141,4.0
1210,3.198061990453198,1.0
1211,3.7391620177194524,3.0
1213,3.8896608301911404,3.0
1214,3.108310093668641,3.0
1216,3.388109619574995,4.0
1217,4.388725555989397,3.0
1218,3.9035823235230844,4.0
1220,3.948669392810702,4.0
1222,3.722709530551295,1.0
1224,3.362316203475554,2.5
1225,3.194394861273719,2.5
1228,3.776357374464681,3.0
1229,3.43728430766718,2.0
1230,3.651171207114572,3.5
1232,3.340437652683865,2.0
1234,3.746724604119974,4.5
1235,4.1339894524293666,2.0
1236,3.9258315422203327,1.0
1237,3.651880546545956,3.0
1238,3.392526203531854,3.0
1239,3.5993220495709686,2.0
1240,3.3627254640344466,2.0
1241,3.4105074074385335,0.5
1242,3.717899407783484,2.0
1243,3.7004834825271335,3.0
1244,3.7665497986748036,2.0
1250,3.737775450344283,5.0
1251,3.947327249335461,2.0
1252,3.2188028773687,3.0
1253,3.5426491932983932,3.5
1254,3.11813554928632,4.5
1255,3.3089199760513783,1.5
1256,3.4040498228184024,3.0
1257,3.1392013413537914,1.0
1258,3.6736474790638116,2.0
1260,3.9001395339465694,1.0
1261,3.083719876525578,4.0
1262,3.3817803490858016,1.0
1263,3.820874588890841,5.0
1264,2.900499882488208,0.5
1265,3.395601475151736,2.0
1266,3.0017512717922505,2.5
1269,2.952014371696757,3.0
1270,2.584772160355477,0.5
1271,4.109287105213603,5.0
1274,3.6589230109650543,3.0
1275,3.796071118547961,2.5
1276,3.678155959545549,3.0
1277,3.2580832938602735,1.0
1278,3.711707528202175,4.0
1280,3.051813029266614,3.0
1281,3.3494449967507065,1.0
1282,3.3504776665621083,1.0
1284,3.2197958726824165,2.5
1285,3.405851704192021,4.0
1288,3.347007300895104,4.0
1290,3.6353898030757974,3.0
1291,4.120054655138427,3.0
1293,3.373274043310342,3.0
1294,2.039807940033167,1.0
1295,3.3824324181506142,3.0
1296,3.4946247272296005,3.0
1302,3.0261712608396802,3.5
1303,3.1099857602560608,1.5
1305,3.0929930085662387,1.0
1310,3.988651753452133,1.0
1311,3.5278698681765146,1.0
1313,3.7733617860995503,4.0
1314,3.6204080655668567,3.5
1317,3.0527521786556395,1.0
1320,3.757693915463132,4.0
1321,3.3060168121174094,1.0
1322,3.2312728746310335,4.0
1326,3.451587983918238,4.0
1327,3.812045171452519,4.0
1333,3.857362524018218,4.0
1334,3.5424276010476343,2.0
1343,3.5029885837798584,5.0
1346,3.451052212470269,4.0
1348,3.3739051316723896,3.0
1349,3.591035308613458,1.0
1351,3.695280671010685,5.0
1352,4.011309927208219,3.0
1353,3.7810122786805906,4.0
1354,3.532911060506623,4.0
1355,3.565596581708099,3.0
1356,3.589825958847486,4.0
1357,1.9896314202830612,2.0
1359,2.8526899977656837,1.5
1360,3.9274147637964534,1.0
1362,3.883518301605367,3.0
1366,3.4392267281216062,2.5
1367,3.465186343871798,1.0
1369,3.5456735279694356,2.0
1370,3.6761585894820445,5.0
1372,3.8554369121869887,4.0
1374,3.334497091522227,3.0
1375,3.176966158556566,2.0
1376,3.5456272351832623,2.0
1377,3.713038805378239,1.0
1378,3.2379545682871353,4.0
1379,3.4675265470620094,3.0
1381,3.0193716733768294,1.0
1383,3.2984581015703553,2.0
1386,3.116810085454883,4.0
1387,3.8915589493048133,3.0
1388,3.331630253587118,1.5
1390,3.506801694582721,3.0
1393,2.9806578543823927,1.0
1394,3.522354321005583,2.0
1397,3.866936362688536,1.5
1401,3.011490912588546,3.0
1402,4.262798019629872,1.5
1403,3.637486151700869,4.0
1404,3.8699319544601916,4.5
1405,3.608082942685262,5.0
1406,3.52334509830326,0.5
1407,3.027141792914249,2.0
1408,3.897793858771393,3.0
1409,3.9982307320135146,4.0
1410,3.7201472796727506,4.0
1412,3.2760516947206417,3.0
1413,3.5392661769503437,3.0
1414,3.2216808047355,1.0
1415,3.570192723295568,1.0
1416,2.9067306697824957,4.0
1417,3.5498092624836812,1.5
1418,3.66719821068091,2.0
1419,3.1455637102155034,1.0
1420,3.6993574870374135,3.0
1422,3.7211550066875465,4.0
1423,3.581478991432555,4.0
1427,3.1252621564230907,1.0
1428,3.135185929232696,2.0
1430,3.489609864714611,3.5
1431,3.417615476563818,3.5
1432,3.503626064199729,2.0
1433,3.985390392520796,2.0
1435,3.475335675991331,5.0
1438,4.049908842110356,2.0
1439,3.1694807950416792,1.0
1440,3.4083940921931215,1.0
1441,2.9838961687577887,1.0
1442,3.1042022595227494,1.5
1445,3.285123504024027,2.0
1447,2.9927363304349894,1.0
1448,2.5853931171265963,1.0
1449,2.8828304606157626,2.5
1450,3.179610406183156,2.0
1451,3.8044791127479516,4.0
1452,2.9204149153492565,4.0
1453,2.9949450525044155,1.0
1454,3.578450745182498,3.0
1455,3.6315942336062785,3.0
1456,3.6429807463084525,2.0
1457,3.2666025536858605,5.0
1460,3.609589659773855,1.0
1461,2.8986988466277888,2.5
1462,3.4572926839621716,1.0
1463,2.8178703730220884,3.0
1464,2.2068478893530696,1.0
1467,2.728810825320926,1.0
1469,2.9628633738099213,1.0
1474,3.2542385150066484,1.0
1475,2.82665024484388,3.0
1478,3.7714781537699764,3.5
1480,3.9744489120473996,1.0
1483,3.7904376068564987,4.0
1484,3.161867530985852,1.0
1485,3.4669625613536086,2.0
1486,3.0309312144780534,3.0
1488,3.0759966787531643,2.0
1490,3.4313952223721436,3.0
1493,3.541178669396059,4.0
1494,3.3601370054976,1.0
1495,3.162321630045409,1.0
1496,3.619648484282129,1.0
1498,3.870561449812237,1.0
1501,2.982388283506308,1.0
1502,2.1382089229093935,2.0
1503,3.1565162087761784,3.0
1504,3.207285576767019,1.0
1505,3.141504025076577,3.0
1508,4.101819974410679,5.0
1511,3.2476259290479277,3.0
1512,3.5931791623643723,1.0
1515,3.5689711417699796,3.0
1517,3.423684579337094,2.5
1518,3.8974214968207876,1.0
1520,3.0914307247532817,3.0
1521,3.4329128122110215,2.0
1523,3.0261535101579176,2.0
1525,3.507211947144293,5.0
1526,2.9803040365219635,1.0
1527,3.0836193540190275,3.0
1528,3.091612507212395,1.0
1530,3.7229671200677577,3.0
1531,3.4059305658400945,3.0
1532,2.5941180930486456,1.0
1533,2.9356958777271025,3.0
1534,2.970499314631959,4.0
1536,3.2164700597718623,1.0
1538,3.506631296957201,3.0
1540,3.2776277336496262,4.0
1541,2.683867861713314,1.0
1542,3.69095458396427,3.0
1543,3.1997352871396765,3.0
1544,2.6288118800106552,1.0
1546,3.1105301931521026,2.0
1547,3.27369665551016,4.0
1548,3.635395759834085,3.0
1549,2.9743607454262952,2.0
1552,3.173800604326922,4.0
1553,2.9494481358555036,2.0
1555,3.3866037688510255,3.0
1556,3.1397301224481104,4.0
1558,2.8732672413095384,1.0
1559,3.3829736523125677,2.5
1560,3.2383133194451377,3.0
1561,2.9642705102903992,2.5
1562,3.2570387520236825,2.0
1563,3.8843501109298217,2.0
1564,4.099048084579568,4.0
1569,3.266983633982132,4.0
1571,3.8749399798153137,5.0
1576,3.0773919948342527,1.0
1577,3.547928982869662,5.0
1581,3.6398428811217824,4.5
1582,3.5567788747913256,2.0
1583,3.5682941342491348,1.0
1584,3.228714821763361,2.0
1586,3.599727447355848,3.0
1589,2.7071619354497667,1.0
1591,2.890050021306258,0.5
1592,3.4705662403935627,1.0
1594,2.68788256698056,3.0
1596,3.9284605063224167,1.5
1597,3.060540384218413,1.0
1599,3.6303629874185,4.5
1600,3.303673649684343,3.0
1602,2.9763230884926752,3.0
1603,3.0007738662555856,1.5
1604,3.683297947661336,2.5
1605,3.41995293345313,0.5
1606,2.707532130827269,1.0
1607,3.7903643438331525,3.5
